Creditor Name,Reasons for payment or transfer,Dates of Payments,Total,Address,Page Number
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$4,318.93",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$10,397.83",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/13/2022,"$5,903.57",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/12/2022,"$20,719.32",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,$836.22,Address on File,65
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/27/2022,"$3,605.36",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/27/2022,$46.81,Address on File,65
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/14/2022,"$24,000.00",Address on File,65
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/7/2022,"$1,167.24",Address on File,65
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/24/2022,"$4,668.96",Address on File,65
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$19,001.46",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/12/2022,"$1,633.63",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/20/2022,$162.06,Address on File,65
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,11/10/2022,"$15,000.00",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/1/2022,"$8,796.36",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$1,416.78",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$10,090.25",Address on File,65
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/1/2022,$0.32,Address on File,65
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$40,001.65",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$27,316.18",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/12/2022,"$19,352.57",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,"$8,103.80",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,"$8,572.27",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/3/2022,"$10,574.21",Address on File,65
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/1/2022,"$92,000.00",Address on File,65
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/26/2022,"$250,000.00",Address on File,65
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$961,747.53",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/9/2022,$487.20,Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/12/2022,"$15,372.55",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/19/2022,"$1,211.44",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/8/2022,"$1,940.63",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/9/2022,"$4,444.66",Address on File,65
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,11/2/2022,"$1,476.01",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/2/2022,"$1,725.03",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/19/2022,"$1,038.40",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/8/2022,"$1,779.91",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/8/2022,"$2,421.03",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$14,555.56",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$7,932.34",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/20/2022,"$5,558.65",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/19/2022,"$1,142.63",Address on File,65
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/29/2022,"$6,416.87",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/20/2022,$595.81,Address on File,66
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,11/1/2022,"$25,000.00",Address on File,66
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/2/2022,"$44,061.36",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/6/2022,"$17,843.86",Address on File,66
BK Offshore Fund Ltd,Trade Settlements,8/29/2022,"$13,117.50",Main Street 17 Craigmuir Chamgers Road Town VI VG1110,66
BK Offshore Fund Ltd,Trade Settlements,9/16/2022,"$11,231.00",Main Street 17 Craigmuir Chamgers Road Town VI VG1110,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/30/2022,"$4,514.75",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/12/2022,"$15,720.11",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/14/2022,"$4,245.30",Address on File,66
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/11/2022,"$10,000.00",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/17/2022,"$8,698.73",Address on File,66
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/12/2022,"$41,000.00",Address on File,66
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,11/7/2022,"$33,000.00",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,8/30/2022,"$52,994.60",Address on File,66
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/15/2022,"$214,165.55",Address on File,66
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/19/2022,"$81,031.50",Address on File,66
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$13,442.42",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$6,128.97",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/1/2022,"$95,368.46",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/7/2022,$338.10,Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/27/2022,"$4,923.83",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/13/2022,"$14,939.24",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/28/2022,"$6,269.19",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/25/2022,"$2,175,846.46",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/25/2022,"$1,074,682.30",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$1,456.19",Address on File,66
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,$818.22,Address on File,66
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,$16.54,Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$1,525,758.22",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/13/2022,"$2,526.11",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$17,806.77",Address on File,66
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/19/2022,"$5,000.00",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/27/2022,$782.08,Address on File,66
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/27/2022,"$10,000.00",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/24/2022,"$9,017.80",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/27/2022,"$106,963.38",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/21/2022,$443.59,Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/9/2022,"$3,565.39",Address on File,66
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/29/2022,"$108,553.32",Address on File,66
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/29/2022,$443.97,Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/26/2022,"$1,822.67",Address on File,66
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/26/2022,"$17,742.55",Address on File,67
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/11/2022,"$2,500,000.00",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/20/2022,"$62,232.19",Address on File,67
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/20/2022,"$30,000.00",Address on File,67
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/26/2022,"$20,000.00",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/26/2022,"$4,396.02",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/15/2022,"$76,513.86",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/11/2022,"$3,640.92",Address on File,67
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/18/2022,"$450,000.00",Address on File,67
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$162,063.00",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/13/2022,$5.09,Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/23/2022,$726.99,Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/23/2022,$631.61,Address on File,67
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/9/2022,"$9,997.08",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/9/2022,"$10,425.57",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/6/2022,"$6,196.94",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/17/2022,$35.44,Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/13/2022,$376.09,Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,$102.32,Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/1/2022,"$38,408.93",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/29/2022,"$13,775.36",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$32,918.73",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/26/2022,$680.48,Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/25/2022,"$9,561.72",Address on File,67
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/22/2022,"$10,000.00",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/8/2022,"$13,636.31",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/15/2022,"$31,090.10",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/29/2022,"$21,534.03",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,8/31/2022,"$37,731.47",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/26/2022,"$23,985.32",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/20/2022,"$1,480.59",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/13/2022,"$4,689.26",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/24/2022,"$1,560.63",Address on File,67
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$8,849.26",Address on File,67
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$1,694.83",Address on File,67
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/21/2022,"$14,600.00",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/29/2022,"$10,528.50",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,"$1,067.65",Address on File,67
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/22/2022,"$51,000.00",Address on File,67
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/20/2022,"$19,703.62",Address on File,67
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$3,625.90",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$11,688.23",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/22/2022,"$28,271.75",Address on File,67
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/17/2022,$28.63,Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/25/2022,"$32,057.60",Address on File,68
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,$22.99,Address on File,68
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$122,856.72",Address on File,68
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$10,683.19",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/20/2022,"$129,411.18",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/23/2022,"$16,206.30",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/20/2022,"$34,869.48",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/19/2022,"$10,966.01",Address on File,68
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$2,070.99",Address on File,68
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/25/2022,$1.30,Address on File,68
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/25/2022,$0.00,Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/25/2022,"$393,006.02",Address on File,68
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,11/2/2022,"$315,501.76",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/2/2022,"$396,574.01",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,$657.29,Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/6/2022,"$104,586.23",Address on File,68
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/6/2022,"$5,045.08",Address on File,68
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/6/2022,"$2,598.31",Address on File,68
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$20,167.23",Address on File,68
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$20,167.23",Address on File,68
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$20,167.24",Address on File,68
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$36,306.00",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/19/2022,"$2,684.45",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$7,528.48",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$12,051.36",Address on File,68
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/7/2022,"$1,000,000.00",Address on File,68
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/22/2022,"$5,000,000.00",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/7/2022,"$3,817.94",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/2/2022,$479.39,Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/13/2022,$497.74,Address on File,68
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/3/2022,"$33,250.00",Address on File,68
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/3/2022,"$45,500.00",Address on File,68
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/3/2022,$2.51,Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/3/2022,"$56,235.86",Address on File,68
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/7/2022,"$25,000.00",Address on File,68
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/27/2022,"$12,980.00",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/3/2022,"$4,400.08",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/11/2022,"$14,692.70",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/4/2022,"$8,456.44",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,$157.93,Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/6/2022,"$3,723.23",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/12/2022,$851.29,Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/22/2022,"$7,941.09",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$13,775.36",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/26/2022,"$9,234.39",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/7/2022,"$6,482.52",Address on File,68
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/27/2022,$958.16,Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/6/2022,"$18,907.92",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/27/2022,$266.01,Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,$535.67,Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/7/2022,$764.83,Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/18/2022,"$3,755.15",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/24/2022,"$12,743.95",Address on File,69
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/18/2022,$14.63,Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/27/2022,"$42,712.53",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/27/2022,"$13,969.02",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/8/2022,"$7,951.22",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/12/2022,"$11,062.47",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/25/2022,"$13,514.27",Address on File,69
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/19/2022,"$20,000.04",Address on File,69
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/19/2022,"$20,000.02",Address on File,69
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/19/2022,"$20,000.02",Address on File,69
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$18,591.54",Address on File,69
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$20,059.02",Address on File,69
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$18,591.54",Address on File,69
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$18,692.14",Address on File,69
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/30/2022,"$10,000.00",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$10,696.16",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/3/2022,"$1,935.46",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/13/2022,$107.53,Address on File,69
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$100,000.00",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$39,418.95",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$19,822.42",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/6/2022,"$3,248.11",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/11/2022,"$1,817.83",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/11/2022,"$2,119.51",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/3/2022,"$10,245.93",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/27/2022,"$2,203.70",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/8/2022,"$25,094.07",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/26/2022,"$55,263.48",Address on File,69
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/4/2022,"$15,000.00",Address on File,69
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/4/2022,"$20,000.00",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$19,344.41",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$22,356.94",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/7/2022,"$1,491,498.50",Address on File,69
Commonwealth of Guam,Tax Payments,9/6/2022,$100.00,PO Box 7420 Tamuning GU 96931,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$9,225.17",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/8/2022,"$14,201.97",Address on File,69
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$15,115.30",Address on File,70
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$18,778.79",Address on File,70
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,8/31/2022,"$23,000.00",Address on File,70
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/29/2022,"$2,623.77",Address on File,70
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/7/2022,"$2,383.48",Address on File,70
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/3/2022,$840.41,Address on File,70
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$2,711.74",Address on File,70
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/29/2022,"$5,414.64",Address on File,70
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/9/2022,"$40,000.01",Address on File,70
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/9/2022,$766.96,Address on File,70
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/2/2022,"$10,811.96",Address on File,70
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/7/2022,"$13,363.27",Address on File,70
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/14/2022,"$10,035.16",Address on File,70
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$45,433.90",Address on File,70
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/9/2022,$978.81,Address on File,70
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/26/2022,$834.29,Address on File,70
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,$850.68,Address on File,70
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,$980.06,Address on File,70
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/6/2022,$712.46,Address on File,70
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/24/2022,"$1,064.44",Address on File,70
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/24/2022,"$7,515.00",Address on File,70
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$21,328.07",Address on File,70
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$13,127.10",Address on File,70
Cumberland DRW LLC,Trade Settlements,8/30/2022,"$26,294.40",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,70
Cumberland DRW LLC,Trade Settlements,9/2/2022,"$38,973.79",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,70
Cumberland DRW LLC,Trade Settlements,9/7/2022,"$18,894.95",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,70
